"Order";"Symbol";"Name";"AtomicNumber";"Group";"Period";"Type";"Subtype";"State";"Valence";"AmountOfValences";"OrderGeneralValences";"OrderValenceOnElement";"SelectedValence";"RomanValence";"Type_Metal";"Type_NonMetal";"Type_Metalloide";"Type_NobleGas";"State_Solid";"State_Liquid";"State_Gas";"State_Dude";"Subtype_Halogen";"Status_oxyde";"ChemFormule_pure";"Name_Classic_Oxyde";"Name_IUPAC_Oxyde";"amount01_oxyde_Stock";"amount02_oxyde_Stock";"Name_Stock_Oxyde";"Name_Stock_Oxyde02"
90;"Sn";"Esta駉";50;14;5;"Metal";"Metales del Bloque p";"S髄ido";"2,4";2;90;1;"2";"II";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Sn1O1";"脫xido Esta帽oso";"脫xido de Esta帽o (II)";"Mono";"Mono";"Mon脫xido de MonoEsta锟給";"Mon贸xido de Monoesta锟絆"
91;"Sn";"Esta駉";50;14;5;"Metal";"Metales del Bloque p";"S髄ido";"2,4";2;91;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Sn1O2";"脫xido Est谩帽ico";"脫xido de Esta帽o (IV)";"Mono";"Di";"Mon脫xido de DiEsta锟給";"Mon贸xido de Diesta锟絆"
92;"Sb";"Antimonio";51;15;5;"Metaloide";"-";"S髄ido";"3,5";2;92;1;"3";"III";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Sb2O3";"脫xido Antimonoso";"脫xido de Antimonio (III)";"Di";"Tri";"Di脫xido de TriAntimonio";"Di贸xido de Triantimonio"
93;"Sb";"Antimonio";51;15;5;"Metaloide";"-";"S髄ido";"3,5";2;93;2;"5";"V";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Sb2O5";"脫xido Antim贸nico";"脫xido de Antimonio (V)";"Di";"Penta";"Di脫xido de PentAntimonio";"Di贸xido de Pentantimonio"
94;"Te";"Telurio";52;16;5;"Metaloide";"-";"S髄ido";"2,4,6";3;94;1;"2";"II";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Te1O1";"脫xido Hipoteluroso";"脫xido de Telurio (II)";"Mono";"Mono";"Mon脫xido de MonoTelurio";"Mon贸xido de Monotelurio"
95;"Te";"Telurio";52;16;5;"Metaloide";"-";"S髄ido";"2,4,6";3;95;2;"4";"IV";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Te1O2";"脫xido Teluroso";"脫xido de Telurio (IV)";"Mono";"Di";"Mon脫xido de DiTelurio";"Mon贸xido de Ditelurio"
96;"Te";"Telurio";52;16;5;"Metaloide";"-";"S髄ido";"2,4,6";3;96;3;"6";"VI";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Te1O3";"脫xido Tel煤rico";"脫xido de Telurio (VI)";"Mono";"Tri";"Mon脫xido de TriTelurio";"Mon贸xido de Tritelurio"
97;"I";"Yodo";53;17;5;"No Metal";"Hal骻enos";"S髄ido";"1,5,7";3;97;1;"1";"I";FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;"I2O1";"脫xido Hipoyodoso";"脫xido de Yodo (I)";"Di";"Mono";"Di脫xido de MonoYodo";"Di贸xido de Monoyodo"
98;"I";"Yodo";53;17;5;"No Metal";"Hal骻enos";"S髄ido";"1,5,7";3;98;2;"5";"V";FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;"I2O5";"脫xido Yodoso";"脫xido de Yodo (V)";"Di";"Penta";"Di脫xido de PentaYodo";"Di贸xido de Pentayodo"
99;"I";"Yodo";53;17;5;"No Metal";"Hal骻enos";"S髄ido";"1,5,7";3;99;3;"7";"VII";FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;"I2O7";"脫xido Y贸dico";"脫xido de Yodo (VII)";"Di";"Hepta";"Di脫xido de HeptaYodo";"Di贸xido de Heptayodo"
100;"Xe";"Xen髇";54;18;5;"Gas Noble";"-";"Gas";"0";1;100;1;"0";"";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;"----";"----";"----";"----";"----";"----";"----"
101;"Cs";"Cesio";55;1;6;"Metal";"Alcalino";"L韖uido";"1";1;101;1;"1";"I";TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;"Cs2O1";"脫xido de Cesio";"脫xido de Cesio (I)";"Di";"Mono";"Di脫xido de MonoCesio";"Di贸xido de Monocesio"
102;"Ba";"Bario";56;2;6;"Metal";"Tierras alcalinas";"S髄ido";"2";1;102;1;"2";"II";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Ba1O1";"脫xido de Bario";"脫xido de Bario (II)";"Mono";"Mono";"Mon脫xido de MonoBario";"Mon贸xido de Monobario"
103;"La";"Lantano";57;3;6;"Metal";"Lant醤idos";"S髄ido";"3";1;103;1;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"La2O3";"脫xido de Lantano";"脫xido de Lantano (III)";"Di";"Tri";"Di脫xido de TriLantano";"Di贸xido de Trilantano"
104;"Ce";"Cerio";58;3;6;"Metal";"Lant醤idos";"S髄ido";"3,4";2;104;1;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Ce2O3";"脫xido Ceroso";"脫xido de Cerio (III)";"Di";"Tri";"Di脫xido de TriCerio";"Di贸xido de Tricerio"
105;"Ce";"Cerio";58;3;6;"Metal";"Lant醤idos";"S髄ido";"3,4";2;105;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Ce1O2";"脫xido C茅rico";"脫xido de Cerio (IV)";"Mono";"Di";"Mon脫xido de DiCerio";"Mon贸xido de Dicerio"
106;"Pr";"Praseodimio";59;3;6;"Metal";"Lant醤idos";"S髄ido";"3,4";2;106;1;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Pr2O3";"脫xido Praseodimoso";"脫xido de Praseodimio (III)";"Di";"Tri";"Di脫xido de TriPraseodimio";"Di贸xido de Tripraseodimio"
107;"Pr";"Praseodimio";59;3;6;"Metal";"Lant醤idos";"S髄ido";"3,4";2;107;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Pr1O2";"脫xido Praseod铆mico";"脫xido de Praseodimio (IV)";"Mono";"Di";"Mon脫xido de DiPraseodimio";"Mon贸xido de Dipraseodimio"
108;"Nd";"Neodimio";60;3;6;"Metal";"Lant醤idos";"S髄ido";"3";1;108;1;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Nd2O3";"脫xido de Neodimio";"脫xido de Neodimio (III)";"Di";"Tri";"Di脫xido de TriNeodimio";"Di贸xido de Trineodimio"
109;"Pm";"Promesa";61;3;6;"Metal";"Lant醤idos";"S髄ido";"3";1;109;1;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Pm2O3";"脫xido de Promesa";"脫xido de Promesa (III)";"Di";"Tri";"Di脫xido de TriPromesa";"Di贸xido de Tripromesa"
110;"Sm";"Samario";62;3;6;"Metal";"Lant醤idos";"S髄ido";"2,3";2;110;1;"2";"II";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Sm1O1";"脫xido Samaroso";"脫xido de Samario (II)";"Mono";"Mono";"Mon脫xido de MonoSamario";"Mon贸xido de Monosamario"
111;"Sm";"Samario";62;3;6;"Metal";"Lant醤idos";"S髄ido";"2,3";2;111;2;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Sm2O3";"脫xido Sam谩rico";"脫xido de Samario (III)";"Di";"Tri";"Di脫xido de TriSamario";"Di贸xido de Trisamario"
112;"Eu";"Europio";63;3;6;"Metal";"Lant醤idos";"S髄ido";"2,3";2;112;1;"2";"II";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Eu1O1";"脫xido Europoso";"脫xido de Europio (II)";"Mono";"Mono";"Mon脫xido de MonoEuropio";"Mon贸xido de Monoeuropio"
113;"Eu";"Europio";63;3;6;"Metal";"Lant醤idos";"S髄ido";"2,3";2;113;2;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Eu2O3";"脫xido Eur贸pico";"脫xido de Europio (III)";"Di";"Tri";"Di脫xido de TriEuropio";"Di贸xido de Trieuropio"
114;"Gd";"Gadolinio";64;3;6;"Metal";"Lant醤idos";"S髄ido";"3";1;114;1;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Gd2O3";"脫xido de Gadolinio";"脫xido de Gadolinio (III)";"Di";"Tri";"Di脫xido de TriGadolinio";"Di贸xido de Trigadolinio"
115;"Tb";"Terbio";65;3;6;"Metal";"Lant醤idos";"S髄ido";"3,4";2;115;1;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Tb2O3";"脫xido Terboso";"脫xido de Terbio (III)";"Di";"Tri";"Di脫xido de TriTerbio";"Di贸xido de Triterbio"
116;"Tb";"Terbio";65;3;6;"Metal";"Lant醤idos";"S髄ido";"3,4";2;116;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Tb1O2";"脫xido T茅rbico";"脫xido de Terbio (IV)";"Mono";"Di";"Mon脫xido de DiTerbio";"Mon贸xido de Diterbio"
117;"Dy";"Disprosio";66;3;6;"Metal";"Lant醤idos";"S髄ido";"3";1;117;1;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Dy2O3";"脫xido de Disprosio";"脫xido de Disprosio (III)";"Di";"Tri";"Di脫xido de TriDisprosio";"Di贸xido de Tridisprosio"
118;"Ho";"Holmio";67;3;6;"Metal";"Lant醤idos";"S髄ido";"3";1;118;1;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Ho2O3";"脫xido de Holmio";"脫xido de Holmio (III)";"Di";"Tri";"Di脫xido de TriHolmio";"Di贸xido de Triholmio"
119;"Er";"Erbio";68;3;6;"Metal";"Lant醤idos";"S髄ido";"3";1;119;1;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Er2O3";"脫xido de Erbio";"脫xido de Erbio (III)";"Di";"Tri";"Di脫xido de TriErbio";"Di贸xido de Trierbio"
120;"Tm";"Tulio";69;3;6;"Metal";"Lant醤idos";"S髄ido";"3,2";2;120;2;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Tm2O3";"脫xido Tuloso";"脫xido de Tulio (III)";"Di";"Tri";"Di脫xido de TriTulio";"Di贸xido de Tritulio"
121;"Tm";"Tulio";69;3;6;"Metal";"Lant醤idos";"S髄ido";"3,2";2;121;1;"2";"II";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Tm1O1";"脫xido T煤lico";"脫xido de Tulio (II)";"Mono";"Mono";"Mon脫xido de MonoTulio";"Mon贸xido de Monotulio"
122;"Yb";"Iterbio";70;3;6;"Metal";"Lant醤idos";"S髄ido";"2,3";2;122;1;"2";"II";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Yb1O1";"脫xido Iterboso";"脫xido de Iterbio (II)";"Mono";"Mono";"Mon脫xido de MonoIterbio";"Mon贸xido de Monoiterbio"
123;"Yb";"Iterbio";70;3;6;"Metal";"Lant醤idos";"S髄ido";"2,3";2;123;2;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Yb2O3";"脫xido It茅rbico";"脫xido de Iterbio (III)";"Di";"Tri";"Di脫xido de TriIterbio";"Di贸xido de Triiterbio"
124;"Lu";"Lutecio";71;3;6;"Metal";"Lant醤idos";"S髄ido";"3";1;124;1;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Lu2O3";"脫xido de Lutecio";"脫xido de Lutecio (III)";"Di";"Tri";"Di脫xido de TriLutecio";"Di贸xido de Trilutecio"
125;"Hf";"Hafnio";72;4;6;"Metal";"Lant醤idos";"S髄ido";"4";1;125;1;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Hf1O2";"脫xido de Hafnio";"脫xido de Hafnio (IV)";"Mono";"Di";"Mon脫xido de DiHafnio";"Mon贸xido de Dihafnio"
126;"Ta";"Tantalio";73;5;6;"Metal";"Lant醤idos";"S髄ido";"5";1;126;1;"5";"V";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Ta2O5";"脫xido de Tantalio";"脫xido de Tantalio (V)";"Di";"Penta";"Di脫xido de PentaTantalio";"Di贸xido de Pentatantalio"
127;"W";"Tungsteno";74;6;6;"Metal";"Lant醤idos";"S髄ido";"2,3,4,5,6";5;127;1;"2";"II";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"W1O1";"脫xido Hipotungstoso";"脫xido de Tungsteno (II)";"Mono";"Mono";"Mon脫xido de MonoTungsteno";"Mon贸xido de Monotungsteno"
128;"W";"Tungsteno";74;6;6;"Metal";"Lant醤idos";"S髄ido";"2,3,4,5,6";5;128;2;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"W2O3";"脫xido Tungstoso";"脫xido de Tungsteno (III)";"Di";"Tri";"Di脫xido de TriTungsteno";"Di贸xido de Tritungsteno"
129;"W";"Tungsteno";74;6;6;"Metal";"Lant醤idos";"S髄ido";"2,3,4,5,6";5;129;3;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"W1O2";"脫xido Tungst茅nico";"脫xido de Tungsteno (IV)";"Mono";"Di";"Mon脫xido de DiTungsteno";"Mon贸xido de Ditungsteno"
130;"W";"Tungsteno";74;6;6;"Metal";"Lant醤idos";"S髄ido";"2,3,4,5,6";5;130;4;"5";"V";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"W2O5";"脫xido Pertungst茅nico";"脫xido de Tungsteno (V)";"Di";"Penta";"Di脫xido de PentaTungsteno";"Di贸xido de Pentatungsteno"
131;"W";"Tungsteno";74;6;6;"Metal";"Lant醤idos";"S髄ido";"2,3,4,5,6";5;131;5;"6";"VI";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"W1O3";"脫xido Supertungst茅nico";"脫xido de Tungsteno (VI)";"Mono";"Tri";"Mon脫xido de TriTungsteno";"Mon贸xido de Tritungsteno"
132;"Re";"Renio";75;7;6;"Metal";"Lant醤idos";"S髄ido";"1,2,4,6,7";5;132;1;"1";"I";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Re2O1";"脫xido Hiporenoso";"脫xido de Renio (I)";"Di";"Mono";"Di脫xido de MonoRenio";"Di贸xido de Monorenio"
133;"Re";"Renio";75;7;6;"Metal";"Lant醤idos";"S髄ido";"1,2,4,6,7";5;133;2;"2";"II";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Re1O1";"脫xido Renoso";"脫xido de Renio (II)";"Mono";"Mono";"Mon脫xido de MonoRenio";"Mon贸xido de Monorenio"
134;"Re";"Renio";75;7;6;"Metal";"Lant醤idos";"S髄ido";"1,2,4,6,7";5;134;3;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Re1O2";"脫xido Renico";"脫xido de Renio (IV)";"Mono";"Di";"Mon脫xido de DiRenio";"Mon贸xido de Direnio"
135;"Re";"Renio";75;7;6;"Metal";"Lant醤idos";"S髄ido";"1,2,4,6,7";5;135;4;"6";"VI";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Re1O3";"脫xido Perrenico";"脫xido de Renio (VI)";"Mono";"Tri";"Mon脫xido de TriRenio";"Mon贸xido de Trirenio"
136;"Re";"Renio";75;7;6;"Metal";"Lant醤idos";"S髄ido";"1,2,4,6,7";5;136;5;"7";"VII";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Re2O7";"脫xido Superrenico";"脫xido de Renio (VII)";"Di";"Hepta";"Di脫xido de HeptaRenio";"Di贸xido de Heptarenio"
137;"Os";"Osmio";76;8;6;"Metal";"Lant醤idos";"S髄ido";"2,3,4,6,8";5;137;1;"2";"II";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Os1O1";"脫xido Hiposmoso";"脫xido de Osmio (II)";"Mono";"Mono";"Mon脫xido de MonoOsmio";"Mon贸xido de Monoosmio"
138;"Os";"Osmio";76;8;6;"Metal";"Lant醤idos";"S髄ido";"2,3,4,6,8";5;138;2;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Os2O3";"脫xido Osmoso";"脫xido de Osmio (III)";"Di";"Tri";"Di脫xido de TriOsmio";"Di贸xido de Triosmio"
139;"Os";"Osmio";76;8;6;"Metal";"Lant醤idos";"S髄ido";"2,3,4,6,8";5;139;3;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Os1O2";"脫xido 脫smico";"脫xido de Osmio (IV)";"Mono";"Di";"Mon脫xido de DiOsmio";"Mon贸xido de Diosmio"
140;"Os";"Osmio";76;8;6;"Metal";"Lant醤idos";"S髄ido";"2,3,4,6,8";5;140;4;"6";"VI";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Os1O3";"脫xido Per贸smico";"脫xido de Osmio (VI)";"Mono";"Tri";"Mon脫xido de TriOsmio";"Mon贸xido de Triosmio"
141;"Os";"Osmio";76;8;6;"Metal";"Lant醤idos";"S髄ido";"2,3,4,6,8";5;141;5;"8";"VIII";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Os1O4";"脫xido Super贸smico";"脫xido de Osmio (VIII)";"Mono";"Tetra";"Mon脫xido de TetraOsmio";"Mon贸xido de Tetraosmio"
142;"Ir";"Iridio";77;9;6;"Metal";"Lant醤idos";"S髄ido";"2,3,4,6";4;142;1;"2";"II";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Ir1O1";"脫xido Hipoiridoso";"脫xido de Iridio (II)";"Mono";"Mono";"Mon脫xido de MonoIridio";"Mon贸xido de Monoiridio"
143;"Ir";"Iridio";77;9;6;"Metal";"Lant醤idos";"S髄ido";"2,3,4,6";4;143;2;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Ir2O3";"脫xido Iridoso";"脫xido de Iridio (III)";"Di";"Tri";"Di脫xido de TriIridio";"Di贸xido de Triiridio"
144;"Ir";"Iridio";77;9;6;"Metal";"Lant醤idos";"S髄ido";"2,3,4,6";4;144;3;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Ir1O2";"脫xido Ir铆dico";"脫xido de Iridio (IV)";"Mono";"Di";"Mon脫xido de DiIridio";"Mon贸xido de Diiridio"
145;"Ir";"Iridio";77;9;6;"Metal";"Lant醤idos";"S髄ido";"2,3,4,6";4;145;4;"6";"VI";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Ir1O3";"脫xido Perir铆dico";"脫xido de Iridio (VI)";"Mono";"Tri";"Mon脫xido de TriIridio";"Mon贸xido de Triiridio"
146;"Pt";"Platino";78;10;6;"Metal";"Lant醤idos";"S髄ido";"2,4";2;146;1;"2";"II";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Pt1O1";"脫xido Platinoso";"脫xido de Platino (II)";"Mono";"Mono";"Mon脫xido de MonoPlatino";"Mon贸xido de Monoplatino"
147;"Pt";"Platino";78;10;6;"Metal";"Lant醤idos";"S髄ido";"2,4";2;147;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Pt1O2";"脫xido Plat铆nico";"脫xido de Platino (IV)";"Mono";"Di";"Mon脫xido de DiPlatino";"Mon贸xido de Diplatino"
148;"Au";"Oro";79;11;6;"Metal";"Lant醤idos";"S髄ido";"1,3";2;148;1;"1";"I";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Au2O1";"脫xido Auroso";"脫xido de Oro (I)";"Di";"Mono";"Di脫xido de MonoOro";"Di贸xido de Monooro"
149;"Au";"Oro";79;11;6;"Metal";"Lant醤idos";"S髄ido";"1,3";2;149;2;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Au2O3";"脫xido 脕urico";"脫xido de Oro (III)";"Di";"Tri";"Di脫xido de TriOro";"Di贸xido de Trioro"
150;"Hg";"Mercurio";80;12;6;"Metal";"Lant醤idos";"L韖uido";"1,2";2;150;1;"1";"I";TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;"Hg2O1";"脫xido Mercuroso";"脫xido de Mercurio (I)";"Di";"Mono";"Di脫xido de MonoMercurio";"Di贸xido de Monomercurio"
151;"Hg";"Mercurio";80;12;6;"Metal";"Lant醤idos";"L韖uido";"1,2";2;151;2;"2";"II";TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;"Hg1O1";"脫xido Merc煤rico";"脫xido de Mercurio (II)";"Mono";"Mono";"Mon脫xido de MonoMercurio";"Mon贸xido de Monomercurio"
152;"Tl";"Talio";81;13;6;"Metal";"Lant醤idos";"S髄ido";"1,3";2;152;1;"1";"I";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Tl2O1";"脫xido Taloso";"脫xido de Talio (I)";"Di";"Mono";"Di脫xido de MonoTalio";"Di贸xido de Monotalio"
153;"Tl";"Talio";81;13;6;"Metal";"Lant醤idos";"S髄ido";"1,3";2;153;2;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Tl2O3";"脫xido T谩lico";"脫xido de Talio (III)";"Di";"Tri";"Di脫xido de TriTalio";"Di贸xido de Tritalio"
154;"Pb";"Plumbum";82;14;6;"Metal";"Lant醤idos";"S髄ido";"2,4";2;154;1;"2";"II";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Pb1O1";"脫xido Plomboso";"脫xido de Plomo (II)";"Mono";"Mono";"Mon脫xido de MonoPlumbum";"Mon贸xido de Monoplumbum"
155;"Pb";"Plumbum";82;14;6;"Metal";"Lant醤idos";"S髄ido";"2,4";2;155;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Pb1O2";"脫xido Pl煤mbico";"脫xido de Plomo (IV)";"Mono";"Di";"Mon脫xido de DiPlumbum";"Mon贸xido de Diplumbum"
156;"Bi";"Bismuto";83;15;6;"Metal";"Lant醤idos";"S髄ido";"3,5";2;156;1;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Bi2O3";"脫xido Bismutoso";"脫xido de Bismuto (III)";"Di";"Tri";"Di脫xido de TriBismuto";"Di贸xido de Tribismuto"
157;"Bi";"Bismuto";83;15;6;"Metal";"Lant醤idos";"S髄ido";"3,5";2;157;2;"5";"V";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Bi2O5";"脫xido Bism煤tico";"脫xido de Bismuto (V)";"Di";"Penta";"Di脫xido de PentaBismuto";"Di贸xido de Pentabismuto"
158;"Po";"Polonio";84;16;6;"Metaloide";"-";"S髄ido";"2,4";2;158;1;"2";"II";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Po1O1";"脫xido Polonoso";"脫xido de Polonio (II)";"Mono";"Mono";"Mon脫xido de MonoPolonio";"Mon贸xido de Monopolonio"
159;"Po";"Polonio";84;16;6;"Metaloide";"-";"S髄ido";"2,4";2;159;2;"4";"IV";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Po1O2";"脫xido Pol贸nico";"脫xido de Polonio (IV)";"Mono";"Di";"Mon脫xido de DiPolonio";"Mon贸xido de Dipolonio"
160;"At";"Aestado";85;17;6;"No Metal";"Hal骻enos";"S髄ido";"1,3,5,7";4;160;1;"1";"I";FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;"At2O1";"脫xido Hipoaestoso";"脫xido de Aestado (I)";"Di";"Mono";"Di脫xido de MonoAestado";"Di贸xido de Monoaestado"
161;"At";"Aestado";85;17;6;"No Metal";"Hal骻enos";"S髄ido";"1,3,5,7";4;161;2;"3";"III";FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;"At2O3";"脫xido Aestoso";"脫xido de Aestado (III)";"Di";"Tri";"Di脫xido de TriAestado";"Di贸xido de Triaestado"
162;"At";"Aestado";85;17;6;"No Metal";"Hal骻enos";"S髄ido";"1,3,5,7";4;162;3;"5";"V";FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;"At2O5";"脫xido Aest茅dico";"脫xido de Aestado (V)";"Di";"Penta";"Di脫xido de PentAestado";"Di贸xido de Pentaestado"
163;"At";"Aestado";85;17;6;"No Metal";"Hal骻enos";"S髄ido";"1,3,5,7";4;163;4;"7";"VII";FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;"At2O7";"脫xido Peraest茅dico";"脫xido de Aestado (VII)";"Di";"Hepta";"Di脫xido de HeptAestado";"Di贸xido de Heptaestado"
164;"Rn";"Rad髇";86;18;6;"Gas Noble";"-";"Gas";"0";1;164;1;"0";"";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;"----";"----";"----";"----";"----";"----";"----"
