"Order";"Symbol";"Name";"AtomicNumber";"Group";"Period";"Type";"Subtype";"State";"Valence";"AmountOfValences";"OrderGeneralValences";"OrderValenceOnElement";"SelectedValence";"RomanValence";"Type_Metal";"Type_NonMetal";"Type_Metalloide";"Type_NobleGas";"State_Solid";"State_Liquid";"State_Gas";"State_Dude";"Subtype_Halogen";"Status_oxyde";"ChemFormule_pure";"Name_Classic_Oxyde";"Name_IUPAC_Oxyde";"amount01_oxyde_Stock";"amount02_oxyde_Stock";"OxydeFullName_Stock"
161;"At";"Aestado";85;17;6;"No Metal";"Halógenos";"Sólido";"1,3,5,7";4;161;2;"3";"III";FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;"At2O3";"Óxido Aestoso";"Óxido de Aestado (III)";"Di";"Tri";"DiÓxido de TriAestado"
162;"At";"Aestado";85;17;6;"No Metal";"Halógenos";"Sólido";"1,3,5,7";4;162;3;"5";"V";FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;"At2O5";"Óxido Aestédico";"Óxido de Aestado (V)";"Di";"Penta";"DiÓxido de PentaAestado"
163;"At";"Aestado";85;17;6;"No Metal";"Halógenos";"Sólido";"1,3,5,7";4;163;4;"7";"VII";FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;"At2O7";"Óxido PerAestédico";"Óxido de Aestado (VII)";"Di";"Hepta";"DiÓxido de HeptaAestado"
164;"Rn";"Radón";86;18;6;"Gas Noble";"-";"Gas";"0";1;164;1;"0";"";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;"----";"----";"----";"----";"----";"----"
165;"Fr";"Francisco";87;1;7;"Metal";"Alcalino";"Líquido";"1";1;165;1;"1";"I";TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;"Fr2O1";"Óxido de Francisco";"Óxido de Francisco (I)";"Di";"Mono";"DiÓxido de MonoFrancisco"
166;"Ra";"Radio";88;2;7;"Metal";"Tierras alcalinas";"Sólido";"2";1;166;1;"2";"II";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Ra1O1";"Óxido de Radio";"Óxido de Radio (II)";"Mono";"Mono";"MonoÓxido de MonoRadio"
167;"Ac";"Actinio";89;3;7;"Metal";"Actínidos";"Sólido";"3";1;167;1;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Ac2O3";"Óxido de Actinio";"Óxido de Actinio (III)";"Di";"Tri";"DiÓxido de TriActinio"
168;"Th";"Torio";90;3;7;"Metal";"Actínidos";"Sólido";"4";1;168;1;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Th1O2";"Óxido de Torio";"Óxido de Torio (IV)";"Mono";"Di";"MonoÓxido de DiTorio"
169;"Pa";"Protactinio";91;3;7;"Metal";"Actínidos";"Sólido";"4,5";2;169;1;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Pa1O2";"Óxido Protactinoso";"Óxido de Protactinio (IV)";"Mono";"Di";"MonoÓxido de DiProtactinio"
170;"Pa";"Protactinio";91;3;7;"Metal";"Actínidos";"Sólido";"4,5";2;170;2;"5";"V";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"Pa2O5";"Óxido Protactínico";"Óxido de Protactinio (V)";"Di";"Penta";"DiÓxido de PentaProtactinio"
171;"U";"Uranio";92;3;7;"Metal";"Actínidos";"Sólido";"3,4,5,6";4;171;1;"3";"III";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"U2O3";"Óxido HipoUranoso";"Óxido de Uranio (III)";"Di";"Tri";"DiÓxido de TriUranio"
172;"U";"Uranio";92;3;7;"Metal";"Actínidos";"Sólido";"3,4,5,6";4;172;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"U1O2";"Óxido Uranoso";"Óxido de Uranio (IV)";"Mono";"Di";"MonoÓxido de DiUranio"
173;"U";"Uranio";92;3;7;"Metal";"Actínidos";"Sólido";"3,4,5,6";4;173;3;"5";"V";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"U2O5";"Óxido Uránico";"Óxido de Uranio (V)";"Di";"Penta";"DiÓxido de PentaUranio"
174;"U";"Uranio";92;3;7;"Metal";"Actínidos";"Sólido";"3,4,5,6";4;174;4;"6";"VI";TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;"U1O3";"Óxido PerUránico";"Óxido de Uranio (VI)";"Mono";"Tri";"MonoÓxido de TriUranio"
175;"Np";"Neptunio";93;3;7;"Metal";"Actínidos";"???";"3,4,5,6";4;175;1;"3";"III";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Np2O3";"Óxido HipoNeptunoso";"Óxido de Neptunio (III)";"Di";"Tri";"DiÓxido de TriNeptunio"
176;"Np";"Neptunio";93;3;7;"Metal";"Actínidos";"???";"3,4,5,6";4;176;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Np1O2";"Óxido Neptunoso";"Óxido de Neptunio (IV)";"Mono";"Di";"MonoÓxido de DiNeptunio"
177;"Np";"Neptunio";93;3;7;"Metal";"Actínidos";"???";"3,4,5,6";4;177;3;"5";"V";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Np2O5";"Óxido Neptúnico";"Óxido de Neptunio (V)";"Di";"Penta";"DiÓxido de PentaNeptunio"
178;"Np";"Neptunio";93;3;7;"Metal";"Actínidos";"???";"3,4,5,6";4;178;4;"6";"VI";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Np1O3";"Óxido PerNeptúnico";"Óxido de Neptunio (VI)";"Mono";"Tri";"MonoÓxido de TriNeptunio"
179;"Pu";"Plutonio";94;3;7;"Metal";"Actínidos";"???";"3,4,5,6";4;179;1;"3";"III";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Pu2O3";"Óxido HipoPlutonoso";"Óxido de Plutonio (III)";"Di";"Tri";"DiÓxido de TriPlutonio"
180;"Pu";"Plutonio";94;3;7;"Metal";"Actínidos";"???";"3,4,5,6";4;180;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Pu1O2";"Óxido Plutonoso";"Óxido de Plutonio (IV)";"Mono";"Di";"MonoÓxido de DiPlutonio"
181;"Pu";"Plutonio";94;3;7;"Metal";"Actínidos";"???";"3,4,5,6";4;181;3;"5";"V";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Pu2O5";"Óxido Plutónico";"Óxido de Plutonio (V)";"Di";"Penta";"DiÓxido de PentaPlutonio"
182;"Pu";"Plutonio";94;3;7;"Metal";"Actínidos";"???";"3,4,5,6";4;182;4;"6";"VI";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Pu1O3";"Óxido PerPlutónico";"Óxido de Plutonio (VI)";"Mono";"Tri";"MonoÓxido de TriPlutonio"
183;"Am";"Americio";95;3;7;"Metal";"Actínidos";"???";"3,4,5,6";4;183;1;"3";"III";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Am2O3";"Óxido HipoAmericoso";"Óxido de Americio (III)";"Di";"Tri";"DiÓxido de TriAmericio"
184;"Am";"Americio";95;3;7;"Metal";"Actínidos";"???";"3,4,5,6";4;184;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Am1O2";"Óxido Americoso";"Óxido de Americio (IV)";"Mono";"Di";"MonoÓxido de DiAmericio"
185;"Am";"Americio";95;3;7;"Metal";"Actínidos";"???";"3,4,5,6";4;185;3;"5";"V";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Am2O5";"Óxido Américo";"Óxido de Americio (V)";"Di";"Penta";"DiÓxido de PentaAmericio"
186;"Am";"Americio";95;3;7;"Metal";"Actínidos";"???";"3,4,5,6";4;186;4;"6";"VI";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Am1O3";"Óxido PerAmérico";"Óxido de Americio (VI)";"Mono";"Tri";"MonoÓxido de TriAmericio"
187;"Cm";"Curio";96;3;7;"Metal";"Actínidos";"???";"3";1;187;1;"3";"III";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Cm2O3";"Óxido de Curio";"Óxido de Curio (III)";"Di";"Tri";"DiÓxido de TriCurio"
188;"Bk";"Berkelio";97;3;7;"Metal";"Actínidos";"???";"3,4";2;188;1;"3";"III";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Bk2O3";"Óxido Berkeloso";"Óxido de Berkelio (III)";"Di";"Tri";"DiÓxido de TriBerkelio"
189;"Bk";"Berkelio";97;3;7;"Metal";"Actínidos";"???";"3,4";2;189;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Bk1O2";"Óxido Berkélico";"Óxido de Berkelio (IV)";"Mono";"Di";"MonoÓxido de DiBerkelio"
190;"Cf";"Californio";98;3;7;"Metal";"Actínidos";"???";"3";1;190;1;"3";"III";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Cf2O3";"Óxido de Californio";"Óxido de Californio (III)";"Di";"Tri";"DiÓxido de TriCalifornio"
191;"Es";"Einstenio";99;3;7;"Metal";"Actínidos";"???";"4";1;191;1;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Es1O2";"Óxido de Einstenio";"Óxido de Einstenio (IV)";"Mono";"Di";"MonoÓxido de DiEinstenio"
192;"Fm";"Fermio";100;3;7;"Metal";"Actínidos";"???";"4";1;192;1;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Fm1O2";"Óxido de Fermio";"Óxido de Fermio (IV)";"Mono";"Di";"MonoÓxido de DiFermio"
193;"Md";"Mendelevio";101;3;7;"Metal";"Actínidos";"???";"3,4";2;193;1;"3";"III";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Md2O3";"Óxido Mendelevoso";"Óxido de Mendelevio (III)";"Di";"Tri";"DiÓxido de TriMendelevio"
194;"Md";"Mendelevio";101;3;7;"Metal";"Actínidos";"???";"3,4";2;194;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Md1O2";"Óxido Mendelévico";"Óxido de Mendelevio (IV)";"Mono";"Di";"MonoÓxido de DiMendelevio"
195;"No";"Nobel";102;3;7;"Metal";"Actínidos";"???";"3,4";2;195;1;"3";"III";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"No2O3";"Óxido Nobeloso";"Óxido de Nobel (III)";"Di";"Tri";"DiÓxido de TriNobel"
196;"No";"Nobel";102;3;7;"Metal";"Actínidos";"???";"3,4";2;196;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"No1O2";"Óxido Nobélico";"Óxido de Nobel (IV)";"Mono";"Di";"MonoÓxido de DiNobel"
197;"Lr";"Laurencio";103;3;7;"Metal";"Actínidos";"???";"3,4";2;197;1;"3";"III";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Lr2O3";"Óxido Lauroso";"Óxido de Laurencio (III)";"Di";"Tri";"DiÓxido de TriLaurencio"
198;"Lr";"Laurencio";103;3;7;"Metal";"Actínidos";"???";"3,4";2;198;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Lr1O2";"Óxido Láurico";"Óxido de Laurencio (IV)";"Mono";"Di";"MonoÓxido de DiLaurencio"
199;"Rf";"Rutherfordio";104;3;7;"Metal";"Actínidos";"???";"4";1;199;1;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Rf1O2";"Óxido de Rutherfordio";"Óxido de Rutherfordio (IV)";"Mono";"Di";"MonoÓxido de DiRutherfordio"
200;"Db";"Dubnio";105;3;7;"Metal";"Actínidos";"???";"4";1;200;1;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Db1O2";"Óxido de Dubnio";"Óxido de Dubnio (IV)";"Mono";"Di";"MonoÓxido de DiDubnio"
201;"Sg";"Seaborgio";106;3;7;"Metal";"Actínidos";"???";"4";1;201;1;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Sg1O2";"Óxido de Seaborgio";"Óxido de Seaborgio (IV)";"Mono";"Di";"MonoÓxido de DiSeaborgio"
202;"Bh";"Bohrio";107;3;7;"Metal";"Actínidos";"???";"3,4,5";3;202;1;"3";"III";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Bh2O3";"Óxido HipoBohroso";"Óxido de Bohrio (III)";"Di";"Tri";"DiÓxido de TriBohrio"
203;"Bh";"Bohrio";107;3;7;"Metal";"Actínidos";"???";"3,4,5";3;203;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Bh1O2";"Óxido Bohroso";"Óxido de Bohrio (IV)";"Mono";"Di";"MonoÓxido de DiBohrio"
204;"Bh";"Bohrio";107;3;7;"Metal";"Actínidos";"???";"3,4,5";3;204;3;"5";"V";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Bh2O5";"Óxido Bohrioico";"Óxido de Bohrio (V)";"Di";"Penta";"DiÓxido de PentaBohrio"
205;"Hs";"Hassio";108;3;7;"Metal";"Actínidos";"???";"2,4,6,7";4;205;1;"2";"II";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Hs1O1";"Óxido HipoHassoso";"Óxido de Hassio (II)";"Mono";"Mono";"MonoÓxido de MonoHassio"
206;"Hs";"Hassio";108;3;7;"Metal";"Actínidos";"???";"2,4,6,7";4;206;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Hs1O2";"Óxido Hassoso";"Óxido de Hassio (IV)";"Mono";"Di";"MonoÓxido de DiHassio"
207;"Hs";"Hassio";108;3;7;"Metal";"Actínidos";"???";"2,4,6,7";4;207;3;"6";"VI";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Hs1O3";"Óxido Hassico";"Óxido de Hassio (VI)";"Mono";"Tri";"MonoÓxido de TriHassio"
208;"Hs";"Hassio";108;3;7;"Metal";"Actínidos";"???";"2,4,6,7";4;208;4;"7";"VII";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Hs2O7";"Óxido PerHassico";"Óxido de Hassio (VII)";"Di";"Hepta";"DiÓxido de HeptaHassio"
209;"Mt";"Meitnerio";109;3;7;"Metal";"Actínidos";"???";"2,3,4,6";4;209;1;"2";"II";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Mt1O1";"Óxido HipoMeitneroso";"Óxido de Meitnerio (II)";"Mono";"Mono";"MonoÓxido de MonoMeitnerio"
210;"Mt";"Meitnerio";109;3;7;"Metal";"Actínidos";"???";"2,3,4,6";4;210;2;"3";"III";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Mt2O3";"Óxido Meitneroso";"Óxido de Meitnerio (III)";"Di";"Tri";"DiÓxido de TriMeitnerio"
211;"Mt";"Meitnerio";109;3;7;"Metal";"Actínidos";"???";"2,3,4,6";4;211;3;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Mt1O2";"Óxido Meitnérico";"Óxido de Meitnerio (IV)";"Mono";"Di";"MonoÓxido de DiMeitnerio"
212;"Mt";"Meitnerio";109;3;7;"Metal";"Actínidos";"???";"2,3,4,6";4;212;4;"6";"VI";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Mt1O3";"Óxido PerMeitnérico";"Óxido de Meitnerio (VI)";"Mono";"Tri";"MonoÓxido de TriMeitnerio"
213;"Ds";"Darmstadtio";110;3;7;"Metal";"Actínidos";"???";"2,4";2;213;1;"2";"II";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Ds1O1";"Óxido Darmstadtoso";"Óxido de Darmstadtio (II)";"Mono";"Mono";"MonoÓxido de MonoDarmstadtio"
214;"Ds";"Darmstadtio";110;3;7;"Metal";"Actínidos";"???";"2,4";2;214;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Ds1O2";"Óxido Darmstadtico";"Óxido de Darmstadtio (IV)";"Mono";"Di";"MonoÓxido de DiDarmstadtio"
215;"Rg";"Roentgenio";111;3;7;"Metal";"Actínidos";"???";"2,3";2;215;1;"2";"II";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Rg1O1";"Óxido Roentgenoso";"Óxido de Roentgenio (II)";"Mono";"Mono";"MonoÓxido de MonoRoentgenio"
216;"Rg";"Roentgenio";111;3;7;"Metal";"Actínidos";"???";"2,3";2;216;2;"3";"III";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Rg2O3";"Óxido Roentgénico";"Óxido de Roentgenio (III)";"Di";"Tri";"DiÓxido de TriRoentgenio"
217;"Cn";"Copérnico";112;3;7;"Metal";"Actínidos";"???";"1,2";2;217;1;"1";"I";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Cn2O1";"Óxido Copernicoso";"Óxido de Copérnico (I)";"Di";"Mono";"DiÓxido de MonoCopérnico"
218;"Cn";"Copérnico";112;3;7;"Metal";"Actínidos";"???";"1,2";2;218;2;"2";"II";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Cn1O1";"Óxido Copérnico";"Óxido de Copérnico (II)";"Mono";"Mono";"MonoÓxido de MonoCopérnico"
219;"Nh";"Nihonio";113;3;7;"Metal";"Actínidos";"???";"3";1;219;1;"3";"III";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Nh2O3";"Óxido de Nihonio";"Óxido de Nihonio (III)";"Di";"Tri";"DiÓxido de TriNihonio"
220;"Fl";"Flerovio";114;3;7;"Metal";"Actínidos";"???";"2,4,6";3;220;1;"2";"II";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Fl1O1";"Óxido HipoFlerovoso";"Óxido de Flerovio (II)";"Mono";"Mono";"MonoÓxido de MonoFlerovio"
221;"Fl";"Flerovio";114;3;7;"Metal";"Actínidos";"???";"2,4,6";3;221;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Fl1O2";"Óxido Flerovoso";"Óxido de Flerovio (IV)";"Mono";"Di";"MonoÓxido de DiFlerovio"
222;"Fl";"Flerovio";114;3;7;"Metal";"Actínidos";"???";"2,4,6";3;222;3;"6";"VI";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Fl1O3";"Óxido Fleróvico";"Óxido de Flerovio (VI)";"Mono";"Tri";"MonoÓxido de TriFlerovio"
223;"Mc";"Moscovio";115;3;7;"Metal";"Actínidos";"???";"1,4,5";3;223;1;"1";"I";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Mc2O1";"Óxido HipoMoscovioso";"Óxido de Moscovio (I)";"Di";"Mono";"DiÓxido de MonoMoscovio"
224;"Mc";"Moscovio";115;3;7;"Metal";"Actínidos";"???";"1,4,5";3;224;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Mc1O2";"Óxido Moscovioso";"Óxido de Moscovio (IV)";"Mono";"Di";"MonoÓxido de DiMoscovio"
225;"Mc";"Moscovio";115;3;7;"Metal";"Actínidos";"???";"1,4,5";3;225;3;"5";"V";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Mc2O5";"Óxido Moscóvico";"Óxido de Moscovio (V)";"Di";"Penta";"DiÓxido de PentaMoscovio"
226;"Lv";"Livermorio";116;3;7;"Metal";"Actínidos";"???";"3,4,5";3;226;1;"3";"III";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Lv2O3";"Óxido HipoLivermoroso";"Óxido de Livermorio (III)";"Di";"Tri";"DiÓxido de TriLivermorio"
227;"Lv";"Livermorio";116;3;7;"Metal";"Actínidos";"???";"3,4,5";3;227;2;"4";"IV";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Lv1O2";"Óxido Livermoroso";"Óxido de Livermorio (IV)";"Mono";"Di";"MonoÓxido de DiLivermorio"
228;"Lv";"Livermorio";116;3;7;"Metal";"Actínidos";"???";"3,4,5";3;228;3;"5";"V";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Lv2O5";"Óxido Livermórico";"Óxido de Livermorio (V)";"Di";"Penta";"DiÓxido de PentaLivermorio"
229;"Ts";"Tenesino";117;3;7;"Metal";"Actínidos";"???";"1,2,3";3;229;1;"1";"I";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Ts2O1";"Óxido HipoTenesoso";"Óxido de Tenesino (I)";"Di";"Mono";"DiÓxido de MonoTenesino"
230;"Ts";"Tenesino";117;3;7;"Metal";"Actínidos";"???";"1,2,3";3;230;2;"2";"II";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Ts1O1";"Óxido Tenesoso";"Óxido de Tenesino (II)";"Mono";"Mono";"MonoÓxido de MonoTenesino"
231;"Ts";"Tenesino";117;3;7;"Metal";"Actínidos";"???";"1,2,3";3;231;3;"3";"III";TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE;"Ts2O3";"Óxido Tenésico";"Óxido de Tenesino (III)";"Di";"Tri";"DiÓxido de TriTenesino"
232;"Og";"Oganesón";118;3;7;"Gas Noble";"-";"Gas";"0";1;232;1;"0";"";FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;TRUE;FALSE;FALSE;FALSE;"----";"";"----";"----";"----";"----"
